wallet_id,blended_score
0x586e32930ac05127de429bd566eaa2758fcbd9bc,100.0
0xf859a1ad94bcf445a406b892ef0d3082f4174088,99.994
0x37acfef331e6063c8507c2a69c97b4f78c770a5a,86.64266666666666
0x402a75f3500ca1fba17741ec916f07a0c9db195d,86.63666666666666
0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1,86.63666666666666
0x1564d040ec290c743f67f5cb11f3c1958b39872a,86.62466666666666
0x794dec90a3b9e399aad7839fa39c17a521977cdf,86.58266666666665
0x3584ca77ba08bd8b3fe4762e60eb284e37696829,86.57066666666665
0xdf63be2e473ba04c26b1609e51d08cf0d78e0913,86.49266666666665
0xa5b65d4a68c1c71aae3910199f4ab266f726afbf,86.39066666666668
0x0e0ec712b3912b5601216455a158cf18152cb62a,86.39066666666668
0xc1852f917835a9f2f97112672bc5c8afd1f21dc3,86.25866666666666
0xd84101ae36b83e64b52ac9a61efa4497f8fd2560,86.04866666666666
0x8c863333c2e92f02e01f7a3c6d131e4d59f78990,73.26133333333333
0xb00ba6778cf84100da676101e011b3d229458270,73.24333333333333
0x000000aaee6a496aaf7b7452518781786313400f,73.23733333333332
0x10aab4b0ef76aa2ac9b5909e671517a1171b050e,73.23133333333332
0x57ef012861c4937a76b5d6061be800199a2b9100,73.21333333333332
0x1b2b76f9f77b57ee2034c591cc143be803d6b0b8,73.17733333333332
0xd062eeb318295a09d4262135ef0092979552afe6,73.17133333333334
0x0006e4548aed4502ec8c844567840ce6ef1013f5,73.14133333333334
0xc6d1cbd356faa71447a86c2faa68e6456907e816,73.13533333333334
0xd6390178b2002a0758e8b3486fddc1c4bc23ebe1,73.12933333333332
0x6a0c50788e462f322959a2458687096994d66316,73.12333333333333
0x14c45cd15d33eaa8aa149e3ca0e6924db143b08c,73.09333333333332
0xbe2c70e8cfaa74c1bab733d5bb6beae3152c827b,73.09333333333332
0x4bb6d52a4420492c5d90f22fa92ff80ab481d961,73.07533333333332
0x67bbbccddd394c2cfa15d3958904858b21040cc6,73.06333333333333
0x24e09f0b6e050754a9ddee77d867a786a38339dd,73.03933333333333
0x4654f56a64301b9b582f843f97332d96ead11ff8,73.03333333333333
0x30c2cc2a570378e2422fc75acd240978dfafbda9,73.02133333333333
0x72112e0b260e200e423367c074ba77493a09103d,73.02133333333333
0xbabe31056c0fe1b704d811b2405f6e9f5ae5e59d,73.02133333333333
0x1cd2eb4e9b2efaf76fc6637b5d3ce3498d5c5000,73.00933333333333
0x96c8e2a1eab72eea758b6694fb2217c4118bb803,72.97333333333333
0x17f780e07e5525c20bf5f22b6c650052fa8605ab,72.96733333333333
0xbed4e3cd89918563a9ce4b04cf5379daf566bd53,72.96133333333333
0xdbc9454541a32fc0cc1b76cfc674a76aab6233a9,72.94933333333333
0x7a1fbccc781593de822e0547f8cdc6210c982d61,72.93133333333333
0x91351a04b3365808518d22db2884d3c288a4bbd1,72.88933333333333
0xffa7370a03c2a91f5b1847a90750489d05f52fa9,72.87133333333333
0x39bde2f9254cfef7d0487a27e107ef6c1685e44c,72.85333333333332
0xfde817c7a0770f42fb80b93dd7a538291c871765,72.85333333333332
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,72.83533333333332
0x3173acd056c8d6bb3ec849d3f6ffa90b8fda208b,72.81733333333332
0xee37f338220479c8f652e3557f02513bdb11c160,72.81133333333332
0x55d44591fc2d4ad7a79df4784cb0d166ea697935,72.78733333333334
0xcd5f8fa45e0ca0937f86006b9ee8fe1eedee5fc4,72.76333333333332
0xe65187714eb725c76012defd18ab7b495fb25f31,72.75133333333333
0xecc996953e976a305ee585a9c7bbbcc85d1c467b,72.75133333333333
0xfff801e0bf28c9582420eeec66830c69c5670159,72.72733333333332
0xa24f2e6dcbd2da9a220958401dab74b365bd34e1,72.69133333333333
0x9709a9f77d4349e1da4220f1458fbe9339d612e3,72.69133333333333
0x37de9d293350dc3fe3cb7a9339a94ba2b00a3668,72.68533333333333
0x2c966676139ff93e16e8814dfdd91ffca9875e8a,72.66733333333333
0x3825c8ba07166f34ce9a2cd1e08a68b105c82cb9,72.66133333333333
0x0118289457e9fd02c05e37e27a11bd09d3500021,72.65533333333333
0xb62675a9aec9a08524c70f9bbe57be4a5de40508,72.64933333333333
0x39b8e8bc30bb95bdf45a623d5f6fbf2c47785a41,72.63733333333333
0x0dac0e020ce53159d02b06d062b61c26ef0cf469,72.63733333333333
0x84443f61efc60d10da9f9a2398980cd5748394bb,72.63133333333333
0xca8119e97013879b273711e92eaf9b8e387d77f1,72.63133333333333
0x9ce8f85083fcf364467a827cb15730102306ed1c,72.61933333333333
0x371ee509100af3eb863ed61b07825a50b60ab5c3,72.58333333333333
0x14559df3fbe66cab6f893d8dd53f7bfe68de9c65,72.54733333333333
0x7e242b04f21a997868ae952d977e473600b8e4fd,72.51133333333333
0xb16d7fb2a3f13f3d295f4e5291eb0b28528ad255,72.50533333333333
0xd4eddcef8643be102338e1d967d2516bd8904fef,72.48733333333332
0xe7683d0562086a88c1b9b32f8763e3ae6aeec502,72.48133333333332
0xd9b99266c42d427bb3a64f30a0242bbeb41f6830,72.47533333333332
0x53c3f93d5146b3c1dde50d20e6f0422747fb5b7b,72.46333333333332
0xba2f752f7eccb6acffd73e532586050bf0a1fc32,72.45133333333332
0x41c7b33b8e7fec43e4f860f79c2a4314e3c54089,72.45133333333332
0x0aa05126f46862cb8cc097a4d6f0f47ddfba0a7c,72.42733333333332
0x9b4e28020b94b28f9f09ede87f588e89c283cffd,72.40333333333334
0x608b0012afe1bbce4dde992d53a2075d74762040,72.39733333333332
0x425d16b0e08a28a3ff9e4404ae99d78c0a076c5a,72.38533333333334
0x0365901b575f4e62e1d4b573ec8165251ac2cbdb,72.37333333333333
0x083674408a89ccbb0fc9653cf93a1de0b017a2e2,72.36133333333332
0xc968c8fd6b87874e17e37cb41e7d8b9bbc640c52,72.35533333333333
0x0c31b6605686aa26df47eb45af0e4aa6639a5fd6,72.33133333333333
0x4f4e0f2cb72e718fc0433222768c57e823162152,72.32533333333332
0x8afddc17270fea3a8bef02105923ebe5df5ca7cc,72.31333333333333
0xa1df7157e5eb60c4f9bcffb6a2f725a4b6492ca7,72.29533333333333
0xfdc30eeef0e0bd0c778df4f296e16584e6de7aa6,72.28333333333333
