wallet_id,txn_count,total_usd,repays,borrows,liquidates,unique_assets,active_days,txns_per_day,borrow_to_repay,avg_txn_value_usd,liq_rate,repay_rate,wallet_lifetime_days,usd_pct,txn_pct,repay_pct,liq_pct,activity_pct,final_score,cluster,ml_score,blended_score
0x9b797f79a3fdc6df1ab7bac90534f626c06abbef,2,201.61642135465056,0,0,0,1,32,0.0625,0.0,100.80821067732528,0.0,0.0,32,0.4762681696825868,0.4037006822901216,0.38560516167309405,0.500037080984871,0.42185800454860084,29.66,0,0.0,17.796
0x9b7a6e6b894e243e994cfaa32ea07d8a60740981,4,160019.830914,2,2,0,1,3,1.3333333333333333,1.0,40004.9577285,0.0,1.0,3,0.9595075645209137,0.6532927914565411,0.8719593592405814,0.500037080984871,0.8282532384060121,79.12,0,0.0,47.472
0x9b7b2b4f7a391b6f14a81221ae0920a9735b67fb,5,462.13552391084505,0,0,0,1,56,0.08928571428571429,0.0,92.42710478216901,0.0,0.0,56,0.5617769207950163,0.715477603085138,0.38560516167309405,0.500037080984871,0.5542865618510827,45.77,0,0.0,27.462
0x9b87b0b29c7dcd6a655dda7e918ab1f6443a9365,6,5.3599917260665535,0,0,0,1,1,6.0,0.0,0.8933319543444256,0.0,0.0,1,0.1266686443191931,0.7580465737169979,0.38560516167309405,0.500037080984871,0.42344012656976165,29.85,0,0.0,17.91
0x9b8c21879cfc139e29d449959befff5b60c65f48,6,14558.460518349117,0,0,0,1,37,0.16216216216216217,0.0,2426.4100863915196,0.0,0.0,37,0.8536042717294572,0.7580465737169979,0.38560516167309405,0.500037080984871,0.665752002373183,59.34,0,0.0,35.604
0x9b8c71177988d866aece72ed284a2dee5a5c405c,1,71.71991623165299,0,0,0,1,1,1.0,0.0,71.71991623165299,0.0,0.0,1,0.3674725600711955,0.14869474933254226,0.38560516167309405,0.500037080984871,0.30059082369227724,14.9,0,0.0,8.94
0x9b95e427b41522a0184d8c67797495426640ec40,3,226.97550199392796,0,0,0,2,49,0.061224489795918366,0.0,75.65850066464266,0.0,0.0,49,0.4913972115099377,0.562926431326016,0.38560516167309405,0.500037080984871,0.4799762681696826,36.73,0,0.0,22.037999999999997
0x9b973d83e76152802af5fd99ac5273cec4a1309a,1,0.9995213656803147,0,1,0,1,1,1.0,1.0,0.9995213656803147,0.0,0.0,1,0.055547315336695345,0.14869474933254226,0.38560516167309405,0.500037080984871,0.19661574211411056,2.24,0,0.0,1.344
0x9b977ff6b1ddc747ecbb8cdab2c750230ac08888,3,40.92740993548388,0,0,0,3,1,3.0,0.0,13.642469978494626,0.0,0.0,1,0.3119994067042421,0.562926431326016,0.38560516167309405,0.500037080984871,0.4201769999011174,29.45,3,33.33333333333333,31.00333333333333
0x9ba1d9b7878ac3e35546fd41892a6849dd3cfd10,1,3.34485,0,1,0,1,1,1.0,1.0,3.34485,0.0,0.0,1,0.10308513794126371,0.14869474933254226,0.38560516167309405,0.500037080984871,0.21246168298229998,4.17,0,0.0,2.502
0x9ba4ae48b8ca9e98e511b3371a4d454d1a3e1003,2,98.83082132327488,0,0,0,1,1,2.0,0.0,49.41541066163744,0.0,0.0,1,0.3955057846336399,0.4037006822901216,0.38560516167309405,0.500037080984871,0.39493720953228517,26.38,0,0.0,15.828
0x9ba5b34024eb39479fac0e020c38888cfe9c4d24,5,700.0,1,4,0,1,11,0.45454545454545453,4.0,140.0,0.0,0.25,11,0.603752595668941,0.715477603085138,0.8105532482942747,0.500037080984871,0.7099278156827845,64.72,0,0.0,38.832
0x9ba6a2ee33bf0e65c2b4e43acdfd73ffff033100,1,4.983273212022288,0,0,0,1,1,1.0,0.0,4.983273212022288,0.0,0.0,1,0.11814001779887273,0.14869474933254226,0.38560516167309405,0.500037080984871,0.2174799762681697,4.78,0,0.0,2.868
0x9ba76d52b3e456b0628ab7caf2c293d29068f8c9,1,1492.2937366196788,0,0,0,1,1,1.0,0.0,1492.2937366196788,0.0,0.0,1,0.675541382379116,0.14869474933254226,0.38560516167309405,0.500037080984871,0.40328043112825074,27.39,0,0.0,16.434
0x9ba9b7c67aec7ffd2ad2698176466f57d16f3dd3,1,152.837822,0,0,0,1,1,1.0,0.0,152.837822,0.0,0.0,1,0.44801245921091665,0.14869474933254226,0.38560516167309405,0.500037080984871,0.327437456738851,18.16,0,0.0,10.895999999999999
0x9bacaf7c087a9ba0fa2d897b5fef8287ee2ac2f9,2,0.5033934159667337,0,0,0,1,1,2.0,0.0,0.25169670798336685,0.0,0.0,1,0.043755562147730645,0.4037006822901216,0.38560516167309405,0.500037080984871,0.2776871353703154,12.11,0,0.0,7.265999999999999
0x9bad03eeb76557aaa48d121eb20e6d21e014e153,3,5057.029753543713,0,1,0,1,28,0.10714285714285714,1.0,1685.676584514571,0.0,0.0,28,0.779219816078315,0.562926431326016,0.38560516167309405,0.500037080984871,0.5759171363591417,48.41,0,0.0,29.045999999999996
0x9bb157357895f07e59c239f4c8e9729d83249854,1,2.193037853988229e-16,0,0,0,1,1,1.0,0.0,2.193037853988229e-16,0.0,0.0,1,0.0005932957579353308,0.14869474933254226,0.38560516167309405,0.500037080984871,0.17829773558785722,0.01,0,0.0,0.006
0x9bb3028217496d274d6d780553dbfa76e7190b69,2,199.89253995885323,0,0,0,1,12,0.16666666666666666,0.0,99.94626997942662,0.0,0.0,12,0.47167012755858795,0.4037006822901216,0.38560516167309405,0.500037080984871,0.42032532384060123,29.47,0,0.0,17.682
0x9bb3075782d51adb03ed3ddbd7b086e1ba5ad45b,6,4257.0169727115735,0,0,0,2,45,0.13333333333333333,0.0,709.5028287852623,0.0,0.0,45,0.765129041827351,0.7580465737169979,0.38560516167309405,0.500037080984871,0.636260259072481,55.75,0,0.0,33.449999999999996
0x9bb36404df5455eeb80205e5730631c6a1d64c9d,44,845.1528870321704,4,14,0,3,268,0.16417910447761194,3.5,19.208020159822055,0.0,0.2857142857142857,268,0.6191782853752595,0.9723005043013943,0.9270246217739543,0.500037080984871,0.8395011371502027,80.48,3,33.33333333333333,61.62133333333334
